0,02:35:29,11-07-2000,5073,5145,4412,0,5162,0,5081,3659,4247,5046,0,5329,5087,5096,4902,3956,0.00,0.00,0.00,0.00,51.27,26.84,0,0,0.00,0,32,"0
",3.2114181518554688,5.6558932750216,51.99338821673575
0,02:35:31,11-07-2000,5073,5140,4416,0,5162,0,5081,3659,4247,5044,0,5335,5084,5097,4913,3934,0.00,0.00,0.00,0.00,49.07,26.84,0,0,0.00,0,32,"0
",3.214143753051758,5.655893206482409,51.99338812687117
0,02:35:34,11-07-2000,5073,5152,4429,0,5162,0,5080,3659,4247,5044,0,5330,5085,5097,4900,3944,0.00,0.00,0.00,0.00,49.80,26.87,0,0,0.00,0,32,"0
",3.2200417518615723,5.655893172378049,51.9933880497698
0,02:35:36,11-07-2000,5075,5127,4392,0,5162,0,5081,3659,4246,5044,0,5328,5087,5098,4900,3940,0.00,0.00,0.00,0.00,48.90,26.93,0,0,0.00,0,32,"0
",3.2176811695098877,5.6558931649206405,51.993387984870495
0,02:35:39,11-07-2000,5073,5138,4415,0,5162,0,5080,3658,4246,5047,0,5330,5091,5098,4897,3944,0.00,0.00,0.00,0.00,46.42,26.92,0,0,0.00,0,32,"0
",3.214951992034912,5.65589316960933,51.99338792307996
0,02:35:41,11-07-2000,5074,5153,4407,0,5162,0,5080,3659,4245,5048,0,5324,5080,5098,4893,3943,0.00,0.00,0.00,0.00,47.00,26.90,0,0,0.00,0,32,"0
",3.2141804695129395,5.655893172583242,51.99338787236922
0,02:35:44,11-07-2000,5074,5115,4420,0,5161,0,5080,3659,4244,5042,0,5324,5080,5097,4894,3939,0.00,0.00,0.00,0.00,45.45,26.85,0,0,0.00,0,32,"0
",3.215050458908081,5.655893187244131,51.993387826725325
0,02:35:46,11-07-2000,5072,5143,4416,0,5161,0,5080,3659,4244,5045,0,5327,5084,5098,4883,3933,0.00,0.00,0.00,0.00,44.54,26.83,0,0,0.00,0,32,"0
",3.216143846511841,5.6558931976980595,51.993387791744134
0,02:35:49,11-07-2000,5069,5171,4415,0,5161,0,5081,3659,4244,5050,0,5328,5078,5098,4897,3948,0.00,0.00,0.00,0.00,46.02,26.87,0,0,0.00,0,32,"0
",3.214545249938965,5.655893197238922,51.99338776165416
0,02:35:51,11-07-2000,5070,5170,4418,0,5161,0,5081,3659,4243,5046,0,5329,5080,5098,4895,3967,0.00,0.00,0.00,0.00,47.68,26.91,0,0,0.00,0,32,"0
",3.210028648376465,5.655893202571083,51.99338773899712
0,02:35:54,11-07-2000,5071,5141,4446,0,5160,0,5080,3659,4243,5042,0,5332,5079,5098,4912,3959,0.00,0.00,0.00,0.00,46.65,26.91,0,0,0.00,0,32,"0
",3.2116386890411377,5.655893171673665,51.99338771622337
0,02:35:56,11-07-2000,5068,5124,4420,0,5158,0,5081,3658,4243,5046,0,5327,5091,5099,4901,3959,0.00,0.00,0.00,0.00,46.52,26.93,0,0,0.00,0,32,"0
",3.2282462120056152,5.655893099880615,51.993387686506075
0,02:35:59,11-07-2000,5072,5128,4429,0,5158,0,5082,3659,4243,5041,0,5325,5089,5099,4896,3970,0.00,0.00,0.00,0.00,46.72,26.99,0,0,0.00,0,32,"0
",3.2282636165618896,5.655892992390067,51.99338764916841
0,02:36:01,11-07-2000,5074,5152,4444,0,5159,0,5082,3658,4243,5040,0,5321,5074,5099,4893,3962,0.00,0.00,0.00,0.00,44.31,27.00,0,0,0.00,0,32,"0
",3.228626251220703,5.65589286075167,51.99338760654868
0,02:36:04,11-07-2000,5071,5137,4404,0,5160,0,5082,3658,4242,5044,0,5322,5079,5099,4890,3928,0.00,0.00,0.00,0.00,45.38,27.06,0,0,0.00,0,32,"0
",3.2315127849578857,5.655892721586317,51.99338757319629
0,02:36:06,11-07-2000,5070,5144,4384,0,5159,0,5082,3658,4243,5048,0,5323,5085,5100,4897,3950,0.00,0.00,0.00,0.00,46.27,27.07,0,0,0.00,0,32,"0
",3.229407787322998,5.655892578417461,51.99338754188284
0,02:36:09,11-07-2000,5071,5164,4406,0,5160,0,5082,3659,4243,5040,0,5322,5093,5100,4890,3941,0.00,0.00,0.00,0.00,45.99,27.09,0,0,0.00,0,32,"0
",3.2285778522491455,5.655892430754694,51.99338750816313
0,02:36:11,11-07-2000,5073,5139,4431,0,5159,0,5083,3658,4244,5041,0,5316,5078,5100,4900,3946,0.00,0.00,0.00,0.00,11.84,27.15,0,0,0.00,0,32,"0
",3.2240149974823,5.6558922949840955,51.993387471676286
0,02:36:14,11-07-2000,5071,5110,4449,0,5160,0,5082,3658,4243,5047,0,5309,5078,5100,4901,3955,0.00,0.00,0.00,0.00,48.57,27.17,0,0,0.00,0,32,"0
",3.222461223602295,5.655892158383945,51.99338743736653
0,02:36:16,11-07-2000,5071,5133,4436,0,5159,0,5083,3658,4243,5043,0,5308,5080,5100,4898,3947,0.00,0.00,0.00,0.00,51.13,27.25,0,0,0.00,0,32,"0
",3.216295003890991,5.655892035112484,51.99338740148472
0,02:36:19,11-07-2000,5070,5143,4413,0,5159,0,5083,3658,4243,5041,0,5304,5071,5100,4908,3949,0.00,0.00,0.00,0.00,49.05,27.29,0,0,0.00,0,32,"0
",3.2186872959136963,5.65589191408454,51.99338737697293
0,02:36:21,11-07-2000,5070,5125,4399,0,5157,0,5083,3658,4243,5043,0,5303,5071,5100,4896,3972,0.00,0.00,0.00,0.00,47.07,27.30,0,0,0.00,0,32,"0
",3.215602159500122,5.6558917950044,51.993387344163466
0,02:36:24,11-07-2000,5072,5150,4423,0,5159,0,5083,3658,4243,5039,0,5302,5081,5100,4933,3978,0.00,0.00,0.00,0.00,47.65,27.32,0,0,0.00,0,32,"0
",3.215564489364624,5.655891695028642,51.993387317369645
0,02:36:26,11-07-2000,5071,5148,4386,0,5160,0,5083,3658,4242,5035,0,5301,5081,5100,4911,3971,0.00,0.00,0.00,0.00,49.53,27.41,0,0,0.00,0,32,"0
",3.213904619216919,5.655891601955493,51.99338728846246
0,02:36:29,11-07-2000,5072,5115,4419,0,5161,0,5083,3658,4242,5045,0,5300,5079,5100,4910,3969,0.00,0.00,0.00,0.00,47.11,27.43,0,0,0.00,0,32,"0
",3.212700843811035,5.655891501880599,51.99338725154833
0,02:36:31,11-07-2000,5072,5133,4444,0,5162,0,5083,3658,4242,5048,0,5299,5076,5100,4904,3975,0.00,0.00,0.00,0.00,46.46,27.44,0,0,0.00,0,32,"0
",3.2125229835510254,5.655891417833553,51.99338720204822
